id,popularity,original_title,cast,director,runtime,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,month,day
26326,0.386843,Rock 'n' Roll High School,P.J. Soles|Vince Van Patten|Clint Howard|Mary Woronov|Dey Young,Allan Arkush,93.0,New World Pictures,17,6.2,1979,901366.200750477,0.0,8,24
218,4.831966,The Terminator,Arnold Schwarzenegger|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen,James Cameron,108.0,Orion Pictures|Pacific Western|Hemdale Film|Cinema 84|Euro Film Funding,2692,7.1,1984,13433869.050842501,164504443.46209198,10,26
87,2.5567990000000003,Indiana Jones and the Temple of Doom,Harrison Ford|Kate Capshaw|Jonathan Ke Quan|Amrish Puri|Roshan Seth,Steven Spielberg,118.0,Lucasfilm|Paramount Pictures,1735,6.9,1984,58773177.097436205,698980999.051652,5,23
620,2.484654,Ghostbusters,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,107.0,Columbia Pictures Corporation|Delphi Films|Black Rhino Productions,1383,7.2,1984,62971261.1758245,619663378.727216,6,7
927,2.464803,Gremlins,Zach Galligan|Phoebe Cates|Hoyt Axton|Polly Holliday|Dick Miller,Joe Dante,106.0,Amblin Entertainment|Warner Bros.,844,6.8,1984,23089462.431135602,321327866.588246,6,7
34584,2.183891,The Neverending Story,Barret Oliver|Gerald McRaney|Noah Hathaway|Drum Garrett|Darryl Cooksey,Wolfgang Petersen,102.0,Producers Sales Organization|Bavaria Film|Dieter Geissler Filmproduktion|Warner Bros.|Westdeutscher Rundfunk (WDR),484,6.8,1984,56674135.058242105,42314185.4520434,4,5
90,2.1083380000000003,Beverly Hills Cop,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,Martin Brest,105.0,Paramount Pictures|Eddie Murphy Productions,535,6.5,1984,31485630.587912202,664053942.8615559,11,30
311,1.6891630000000002,Once Upon a Time in America,Robert De Niro|James Woods|Elizabeth McGovern|Tuesday Weld|Treat Williams,Sergio Leone,229.0,Warner Bros.|The Ladd Company,562,7.9,1984,62971261.1758245,0.0,2,17
279,1.6822830000000002,Amadeus,F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow,MiloÅ¡ Forman,160.0,Warner Bros.,560,7.5,1984,37782756.7054947,109093572.77525601,10,26
1885,1.5081120000000001,The Karate Kid,Ralph Macchio|Pat Morita|William Zabka|Martin Kove|Chad McQueen,John G. Avildsen,126.0,Columbia Pictures Corporation|Jerry Weintraub Productions|Delphi Films,475,6.7,1984,16792336.3135532,190625674.054874,6,22
377,1.331432,A Nightmare on Elm Street,John Saxon|Ronee Blakley|Heather Langenkamp|Amanda Wyss|Jsu Garcia,Wes Craven,91.0,New Line Cinema|Smart Egg Pictures,625,7.1,1984,3778275.67054947,53535044.97617371,11,15
9610,1.247659,Conan the Destroyer,Arnold Schwarzenegger|Grace Jones|Wilt Chamberlain|Tracey Walter|Mako,Richard Fleischer,103.0,De Laurentiis Entertainment Group,193,5.9,1984,37782756.7054947,65158536.44713621,6,29
4437,1.077574,2010,Roy Scheider|John Lithgow|Helen Mirren|Bob Balaban|Keir Dullea,Peter Hyams,116.0,Metro-Goldwyn-Mayer (MGM),156,6.4,1984,58773177.097436205,84802677.4540635,12,6
841,1.020675,Dune,Kyle MacLachlan|Francesca Annis|Leonardo Cimino|Brad Dourif|JosÃ© Ferrer,David Lynch,137.0,Dino De Laurentiis Company,294,6.5,1984,83961681.56776609,64914323.401086204,12,14
9326,0.991867,Romancing the Stone,Michael Douglas|Kathleen Turner|Danny DeVito|Alfonso ArÃ¡u|Manuel Ojeda,Robert Zemeckis,106.0,Twentieth Century Fox Film Corporation|SLM Production Group|Nina Saxon Film Design|El Corazon Producciones S.A.,245,6.3,1984,20990420.391941503,181718766.989121,3,30
9336,0.9739,Police Academy,Steve Guttenberg|Kim Cattrall|G. W. Bailey|Bubba Smith|Donovan Scott,Hugh Wilson,96.0,Warner Bros.|The Ladd Company,270,6.3,1984,9445689.17637368,170439892.042069,3,22
157,0.82288,Star Trek III: The Search for Spock,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,Leonard Nimoy,105.0,Paramount Pictures,239,6.1,1984,37782756.7054947,182616657.40989098,5,31
1788,0.791148,Footloose,Kevin Bacon|John Lithgow|Dianne Wiest|Chris Penn|Lori Singer,Herbert Ross,107.0,Paramount Pictures|IndieProd Company Productions,282,6.0,1984,17212144.721392002,167997673.421803,2,17
13820,0.742001,Repo Man,Harry Dean Stanton|Emilio Estevez|Tracey Walter|Olivia Barash|Sy Richardson,Alex Cox,92.0,Edge City,54,6.3,1984,3148563.05879122,4827796.69014655,2,20
9651,0.7006060000000001,Supergirl,Faye Dunaway|Helen Slater|Peter O'Toole|Hart Bochner|Mia Farrow,Jeannot Szwarc,124.0,St. Michael Finance Limited|Artistry Limited|Investors In Industry PLC|Robert Fleming Leasing Limited,44,4.0,1984,73466471.3717953,0.0,11,20
9663,0.637446,Starman,Jeff Bridges|Karen Allen|Charles Martin Smith|Richard Jaeckel|Robert Phalen,John Carpenter,115.0,Columbia Pictures|Delphi II Productions|Industrial Light & Magic (ILM),91,6.3,1984,46178924.862271294,60335611.633562595,12,14
12309,0.633247,Bachelor Party,Tom Hanks|Tawny Kitaen|Adrian Zmed|George Grizzard|Tracy Smith,Neal Israel,105.0,Bachelor Party Productions|Aspect Ratio Film|Twin Continental,67,5.9,1984,12594252.2351649,80678668.56923829,6,29
15144,0.606839,Sixteen Candles,Molly Ringwald|Justin Henry|Michael Schoeffling|Haviland Morris|Gedde Watanabe,John Hughes,93.0,Universal Pictures,223,6.7,1984,13643773.2547619,49717966.414487705,5,4
625,0.603541,The Killing Fields,Sam Waterston|Haing S. Ngor|Craig T. Nelson|John Malkovich|Athol Fugard,Roland JoffÃ©,141.0,Goldcrest Films International|International Film Investors|Enigma Productions,78,7.2,1984,30226205.364395697,72837369.5812705,11,2
18462,0.5909220000000001,Night of the Comet,Catherine Mary Stewart|Robert Beltran|Kelli Maroney|Sharon Farrell|Mary Woronov,Thom Eberhardt,95.0,Thomas Coleman and Michael Rosenblatt Productions|Film Development Fund|Atlantic Releasing Corporation,36,5.7,1984,6297126.11758245,30265923.4378614,11,16
5968,0.5779,The Woman in Red,Gene Wilder|Charles Grodin|Joseph Bologna|Judith Ivey|Michael Huddleston,Gene Wilder,87.0,Orion Pictures,40,6.0,1984,53105763.591612,0.0,8,15
11884,0.550313,The Last Starfighter,Lance Guest|Dan O'Herlihy|Catherine Mary Stewart|Barbara Bosson|Norman Snow,Nick Castle,101.0,Universal Pictures|Lorimar Film Entertainment,101,6.1,1984,31485630.587912202,60312383.63435689,7,13
24264,0.539505,Sheena,Tanya Roberts|Ted Wass|Donovan Scott|Elizabeth of Toro|France Zobda,John Guillermin,117.0,Columbia Pictures Corporation|Delphi II Productions|Colgems Productions Ltd.,10,4.8,1984,52476050.979853794,12129005.8643036,8,17
11368,0.538135,Blood Simple,John Getz|Frances McDormand|Dan Hedaya|M. Emmet Walsh|Samm-Art Williams,Joel Coen,97.0,Circle Films|River Road Productions|Foxton Entertainment,128,7.0,1984,3148563.05879122,0.0,9,7
2619,0.524253,Splash,Tom Hanks|Daryl Hannah|Eugene Levy|John Candy|Dody Goodman,Ron Howard,111.0,Touchstone Pictures,147,6.1,1984,16792336.3135532,146557915.298616,3,9
655,0.518436,"Paris, Texas",Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Hunter Carson|Aurore ClÃ©ment,Wim Wenders,147.0,Channel Four Films|Pro-ject Filmproduktion|Argos Films|Westdeutscher Rundfunk (WDR)|Road Movies Filmproduktion,146,7.4,1984,3666950.87695877,4580082.44197513,5,19
11507,0.517691,Body Double,Craig Wasson|Melanie Griffith|Gregg Henry|Deborah Shelton|Guy Boyd,Brian De Palma,114.0,Columbia Pictures Corporation|Delphi II Productions,58,6.1,1984,20990420.391941503,18475642.0864645,10,26
16969,0.504848,City Heat,Clint Eastwood|Burt Reynolds|Jane Alexander|Madeline Kahn|Rip Torn,Richard Benjamin,93.0,"Warner Bros.|Deliverance Productions|Malpaso Company, The",24,5.2,1984,52476050.979853794,80496137.972552,12,5
2669,0.493364,The Bounty,Mel Gibson|Anthony Hopkins|Laurence Olivier|Edward Fox|Daniel Day-Lewis,Roger Donaldson,132.0,Dino De Laurentiis Company,50,6.0,1984,18051761.5370697,0.0,5,4
2148,0.491888,The Cotton Club,Richard Gere|Diane Lane|Bob Hoskins|James Remar|Nicolas Cage,Francis Ford Coppola,127.0,Orion Pictures|PSO International|Totally Independent,37,6.1,1984,121744438.27326001,54425475.401536204,12,14
11899,0.46568000000000004,The Muppets Take Manhattan,Jim Henson|Frank Oz|Dave Goelz|Steve Whitmire|Richard Hunt,Frank Oz,94.0,"TriStar Pictures|Jim Henson Company, The|Delphi II Productions",52,6.1,1984,16792336.3135532,0.0,7,13
8764,0.44653000000000004,Top Secret!,Val Kilmer|Lucy Gutteridge|Peter Cushing|Jeremy Kemp|Christopher Villiers,Jim Abrahams|David Zucker|Jerry Zucker,90.0,Paramount Pictures,117,6.8,1984,18891378.352747303,42942915.7121273,6,8
13763,0.367406,Purple Rain,Prince|Apollonia Kotero|Morris Day|Olga Karlatos|Clarence Williams III,Albert Magnoli,111.0,Warner Bros.|Water|Purple Films,39,6.9,1984,15113102.6821978,143559733.908638,7,27
15379,0.36224,Missing in Action,Chuck Norris|M. Emmet Walsh|David Tress|Lenore Kasdorf|James Hong,Joseph Zito,101.0,Cannon Group,50,5.1,1984,5352557.19994508,47884209.7043751,11,16
11393,0.351379,The Natural,Robert Redford|Glenn Close|Kim Basinger|Wilford Brimley|Robert Duvall,Barry Levinson,137.0,TriStar Pictures,74,6.8,1984,58773177.097436205,100653219.783555,5,11
10823,0.361782,Children of the Corn,Peter Horton|Linda Hamilton|R. G. Armstrong|John Franklin|Courtney Gains,Fritz Kiersch,93.0,Hal Roach Studios|Cinema Group|Planet Productions|Angeles Entertainment Group|Inverness Productions,106,5.6,1984,1679233.63135532,29386588.548718102,3,9
18477,0.33317399999999997,The Hills Have Eyes Part II,Tamara Stafford|Kevin Spirtas|Colleen Riley|Michael Berryman|Janus Blythe,Wes Craven,86.0,Castle Hill Productions|VTC,14,4.1,1984,1469329.4274358999,0.0,6,1
15927,0.329484,A Passage to India,Judy Davis|Alec Guinness|Peggy Ashcroft|James Fox|Victor Banerjee,David Lean,163.0,Columbia Pictures|EMI Films Ltd.|Thorn EMI Screen Entertainment|Home Box Office,23,6.7,1984,16792336.3135532,57068026.594023,12,14
14746,0.297597,Streets of Fire,Michael ParÃ©|Diane Lane|Rick Moranis|Amy Madigan|Willem Dafoe,Walter Hill,93.0,Universal Pictures,48,6.7,1984,30436109.568315197,16979759.7772328,6,1
24128,0.28319099999999997,Stop Making Sense,David Byrne|Tina Weymouth|Chris Frantz|Jerry Harrison|Steven Scales,Jonathan Demme,88.0,Talking Heads|Arnold Stiefel Company,23,8.4,1984,2518850.44703298,10450966.5878686,11,16
16551,0.263077,Rhinestone,Sylvester Stallone|Dolly Parton|Richard Farnsworth|Ron Leibman|Tim Thomerson,Bob Clark,111.0,20th Century Fox,15,5.3,1984,58773177.097436205,0.0,6,22
27414,0.24330100000000002,"Silent Night, Deadly Night",Lilyan Chauvin|Gilmer McCormick|Toni Nero|Robert Brian Wilson|Britt Leach,Charles E. Sellier Jr.,79.0,TriStar Pictures,31,4.9,1984,2235479.77174177,0.0,11,9
5896,0.204093,Bolero,Bo Derek|George Kennedy|Ana ObregÃ³n|Olivia d'Abo|Mirta Miller,John Derek,105.0,Golan-Globus,10,4.5,1984,14693294.274358999,0.0,8,31
23730,0.197425,C.H.U.D.,John Heard|Daniel Stern|Christopher Curry|Kim Greist|Laure Mattos,Douglas Cheek,88.0,New World Pictures,22,4.5,1984,2623802.54899269,7162974.66162392,8,31
18498,0.177006,Ghoulies,Peter Liapis|Lisa Pelikan|Jack Nance|Mariska Hargitay|Michael Des Barres,Luca Bercovici,81.0,Empire Pictures,22,3.6,1984,2099042.03919415,73466471.3717953,11,8
11221,0.174241,Best Defense,Dudley Moore|Eddie Murphy|Kate Capshaw|George Dzundza|Helen Shaver,Willard Huyck,94.0,Paramount Pictures|Cinema Group Ventures,10,3.8,1984,37782756.7054947,40438678.7957711,7,20
10179,0.202992,The Ice Pirates,Robert Urich|Mary Crosby|Michael D. Roberts|Anjelica Huston|John Matuszak,Stewart Raffill,91.0,JF Productions|Metro-Goldwyn-Mayer (MGM),22,5.0,1984,18891378.352747303,0.0,3,16
26178,0.140026,Razorback,Gregory Harrison|Arkie Whiteley|Bill Kerr|Chris Haywood|David Argue,Russell Mulcahy,95.0,McElroy & McElroy|UAA Films|Western Film Productions,13,5.6,1984,11544731.215567801,1681332.67339451,4,19
12762,0.13399,Broadway Danny Rose,Woody Allen|Mia Farrow|Nick Apollo Forte|Craig Vandenburgh|Herb Reynolds,Woody Allen,84.0,Orion Pictures Corporation,41,6.6,1984,16792336.3135532,22250888.839351397,1,27
11905,0.06413300000000001,The Company of Wolves,Sarah Patterson|Angela Lansbury|David Warner|Tusse Silberg|Brian Glover,Neil Jordan,95.0,Palace Pictures|Incorporated Television Company (ITC),14,6.6,1984,4198084.0783883,0.0,9,15
1892,4.828854,Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,135.0,Lucasfilm|Twentieth Century Fox Film Corporation,3101,7.8,1983,70824243.1274759,1253818981.11608,5,23
111,3.178818,Scarface,Al Pacino|Steven Bauer|Michelle Pfeiffer|Mary Elizabeth Mastrantonio|Robert Loggia,Brian De Palma,170.0,Universal Pictures,1741,7.8,1983,54732799.9439536,144242170.746632,12,8
36670,1.774018,Never Say Never Again,Sean Connery|Kim Basinger|Klaus Maria Brandauer|Barbara Carrera|Max von Sydow,Irvin Kershner,134.0,PSO International|TaliaFilm II Productions|Woodcote,183,5.8,1983,78815231.9192932,350289919.641303,10,7
700,1.575742,Octopussy,Roger Moore|Maud Adams|Louis Jourdan|Kristina Wayborn|Kabir Bedi,John Glen,131.0,Eon Productions,289,5.9,1983,60206079.938348904,402176613.988171,6,5
9531,1.263139,Superman III,Christopher Reeve|Richard Pryor|Jackie Cooper|Marc McClure|Annette O'Toole,Richard Lester,125.0,Warner Bros.|Dovemead Films|Cantharus Productions,239,4.7,1983,85383167.91256759,165949849.430067,6,17
1621,1.1151389999999999,Trading Places,Eddie Murphy|Dan Aykroyd|Jamie Lee Curtis|Denholm Elliott|Ralph Bellamy,John Landis,116.0,Paramount Pictures|Cinema Group Ventures,353,6.9,1983,88886067.1089806,197913804.59733602,6,7
860,1.106471,WarGames,Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin,John Badham,114.0,United Artists|Sherwood Productions,257,6.8,1983,26271743.9730977,174198447.996724,6,3
11153,1.0684,National Lampoon's Vacation,Chevy Chase|Beverly D'Angelo|Imogene Coca|Randy Quaid|Anthony Michael Hall,Harold Ramis,98.0,Warner Bros.,201,6.9,1983,32839679.966372102,134422775.850575,7,28
17692,1.065331,Jaws 3,"Dennis Quaid|Bess Armstrong|Simon MacCorkindale|Louis Gossett, Jr.|John Putch",Joe Alves,99.0,Universal Pictures|Alan Landsburg Productions,124,4.2,1983,44880895.9540419,192631115.158905,3,16
11050,0.8072010000000001,Terms of Endearment,Shirley MacLaine|Debra Winger|Jack Nicholson|Danny DeVito|Jeff Daniels,James L. Brooks,132.0,Paramount Pictures,74,6.3,1983,17514495.9820651,0.0,11,20
10650,0.771263,Sudden Impact,Clint Eastwood|Sondra Locke|Pat Hingle|Bradford Dillman|Paul Drake,Clint Eastwood,117.0,Warner Bros.,78,6.6,1983,48164863.9506791,148090959.34557,12,8
9346,0.699455,Risky Business,Tom Cruise|Rebecca De Mornay|Joe Pantoliano|Richard Masur|Curtis Armstrong,Paul Brickman,98.0,"Geffen Company, The",164,6.3,1983,13573734.3861004,139112774.744972,8,5
9549,0.6757529999999989,The Right Stuff,Fred Ward|Dennis Quaid|Ed Harris|Scott Glenn|Sam Shepard,Philip Kaufman,193.0,Warner Bros.|The Ladd Company,120,7.2,1983,59111423.9394698,47070207.9518001,10,21
14813,0.592218999999999,Mickey's Christmas Carol,Alan Young|Wayne Allwine|Clarence Nash|Hal Smith|Will Ryan,Burny Mattinson,26.0,Walt Disney Pictures,89,7.4,1983,6567935.99327443,45975551.952921,10,19
227,0.554917,The Outsiders,Matt Dillon|Ralph Macchio|C. Thomas Howell|Patrick Swayze|Rob Lowe,Francis Ford Coppola,91.0,American Zoetrope|Warner Bros.,134,6.8,1983,21893119.9775814,56260166.8912535,3,25
19698,0.5436880000000001,Porky's II: The Next Day,Dan Monahan|Wyatt Knight|Mark Herrier|Roger Wilson|Cyril O'Reilly,Bob Clark,98.0,Twentieth Century Fox Film Corporation|Simon Reeves Landsburg Productions,25,4.9,1983,14230527.9854279,73909566.08930859,6,24
11591,0.504901,The Man with Two Brains,Steve Martin|Kathleen Turner|David Warner|Paul Benedict|Richard Brestoff,Carl Reiner,93.0,Warner Bros.,50,5.9,1983,22112051.1773572,0.0,6,10
10489,0.48558500000000004,Cujo,Dee Wallace|Danny Pintauro|Daniel Hugh Kelly|Christopher Stone|Ed Lauter,Lewis Teague,91.0,TAFT Entertainment Pictures|Sunn Classic Pictures,73,5.8,1983,10946559.9887907,0.0,8,10
10269,0.478476,Yentl,Barbra Streisand|Mandy Patinkin|Amy Irving|Nehemiah Persoff|Steven Hill,Barbra Streisand,132.0,United Artists|Barwood Films|Ladbroke,28,6.2,1983,26271743.9730977,66555084.731847495,11,18
6341,0.465858,Blue Thunder,Roy Scheider|Warren Oates|Candy Clark|Daniel Stern|Paul Roebling,John Badham,109.0,Columbia Pictures Corporation|Rastar Pictures,50,5.8,1983,48164863.9506791,92637133.5775875,2,5
11336,0.449475,The Dead Zone,Christopher Walken|Brooke Adams|Tom Skerritt|Martin Sheen|Herbert Lom,David Cronenberg,103.0,Paramount Pictures|Lorimar Film Entertainment|Dino De Laurentiis Company,128,6.5,1983,21893119.9775814,45464601.56163621,10,21
19053,0.419263,Valley Girl,Nicolas Cage|E.G. Daily|Deborah Foreman|Michael Bowen|Cameron Dye,Martha Coolidge,99.0,Atlantic Entertainment Group|Valley 9000,27,5.9,1983,766259.19921535,0.0,4,8
535,0.343668,Flashdance,Jennifer Beals|Michael Nouri|Lilia Skala|Kyle T. Heffner|Sunny Johnson,Adrian Lyne,95.0,Paramount Pictures,149,6.1,1983,8757247.99103257,203433504.57402,4,14
15301,0.323585,Twilight Zone: The Movie,Albert Brooks|Vic Morrow|John Larroquette|John Lithgow|Dan Aykroyd,John Landis|Steven Spielberg|George Miller|Joe Dante,101.0,Warner Bros.,63,6.0,1983,21893119.9775814,64477250.3117032,6,24
849,0.31151999999999996,Krull,Ken Marshall|Lysette Anthony|Francesca Annis|Alun Armstrong|David Battley,Peter Yates,117.0,Columbia Pictures Corporation|Barclays Mercantile Industrial Finance,52,5.8,1983,59.1114239394699,0.0,7,29
232,0.31140100000000004,Rumble Fish,Matt Dillon|Mickey Rourke|Diane Lane|Dennis Hopper|Diana Scarwid,Francis Ford Coppola,94.0,Universal Pictures,60,6.3,1983,21893119.9775814,5461194.99216773,10,21
10805,0.307082,Staying Alive,John Travolta|Cynthia Rhodes|Finola Hughes|Steve Inwood|Julie Bovasso,Sylvester Stallone,93.0,Paramount Pictures,46,4.8,1983,48164863.9506791,142070300.99756002,7,11
14854,0.290596,Lone Wolf McQuade,Chuck Norris|David Carradine|Barbara Carrera|Leon Isaac Kennedy|Dana Kimmell,Steve Carver,107.0,1818|Lone Wolf McQuade Associates|Topkick Productions,27,5.2,1983,10946559.9887907,26781039.244512197,4,14
10576,0.27786500000000003,Psycho II,Anthony Perkins|Vera Miles|Meg Tilly|Robert Loggia|Dennis Franz,Richard Franklin,113.0,Universal Pictures|Oak,43,6.0,1983,10946559.9887907,76023859.1221515,6,3
837,0.252008,Videodrome,James Woods|Sonja Smits|Deborah Harry|Peter Dvorsky|Jack Creley,David Cronenberg,87.0,Universal Pictures|Famous Players Ltd|Guardian Trust Company|Filmplan International II,180,6.8,1983,13030785.010656402,4642302.54321428,2,4
15035,0.196581,Fire and Ice,Randy Norton|Cynthia Leake|Steve Sandor|Sean Hannon|Leo Gordon,Ralph Bakshi,81.0,Polyc International BV|Producers Sales Organization (PSO),20,6.1,1983,2627174.39730977,1665810.28079021,3,25
21356,0.19553900000000002,Rock & Rule,Don Francks|Susan Roman|Paul Le Mat|Samantha Langevin|Dan Hennessey,Clive A. Smith,77.0,Nelvana Limited,14,6.1,1983,17514495.9820651,0.0,4,15
15050,0.254523,Brainstorm,Christopher Walken|Natalie Wood|Louise Fletcher|Cliff Robertson|Jason Lively,Douglas Trumbull,106.0,Metro-Goldwyn-Mayer (MGM),28,6.2,1983,32839679.966372102,22373586.3886094,9,30
26198,0.14819200000000002,The Keep,Scott Glenn|Alberta Watson|JÃ¼rgen Prochnow|Robert Prosky|Gabriel Byrne,Michael Mann,96.0,Paramount Pictures|Associated Capital|Capital Equipment Leasing,16,5.3,1983,13135871.9865488,8016728.53297487,12,16
17381,0.136046,BMX Bandits,Nicole Kidman|James Lugton|Angelo D'Angelo|David Argue|John Ley,Brian Trenchard-Smith,88.0,Nilsen Premiere,13,7.0,1983,2146368.64292211,0.0,12,29
24808,0.194675,Something Wicked This Way Comes,Jason Robards|Jonathan Pryce|Diane Ladd|Royal Dano|Vidal Peterson,Jack Clayton,95.0,Walt Disney Pictures|Bryna Productions,16,6.3,1983,41596927.9574047,12382939.1294638,4,29
13567,0.38495799999999997,Sleepaway Camp,Felissa Rose|Jonathan Tiersten|Karen Fields|Christopher Collet|Mike Kellin,Robert Hiltzik,85.0,American Eagle,42,6.3,1983,766259.19921535,0.0,11,18
40229,0.089401,The House on Sorority Row,Kate McNeil|Eileen Davidson|Janis Ward|Robin Meloy|Harley Jane Kozak,Mark Rosman,91.0,VAE Productions,11,5.5,1983,930457.5990472109,23217623.0858571,1,21
26978,0.015727,Spacehunter: Adventures in the Forbidden Zone,Peter Strauss|Molly Ringwald|Michael Ironside|Ernie Hudson|Deborah Pratt,Lamont Johnson,90.0,Columbia Pictures Corporation|Delphi Productions|Zone Productions,17,5.1,1983,32839679.966372102,36123647.9630093,5,20
807,4.76535899999999,Se7en,Brad Pitt|Morgan Freeman|Gwyneth Paltrow|John C. McGinley|Kevin Spacey,David Fincher,127.0,New Line Cinema|Juno Pix|Cecchi Gori Pictures,3535,7.9,1995,47221906.614529796,468372425.440186,9,22
862,4.282462000000001,Toy Story,Tom Hanks|Tim Allen|Don Rickles|Jim Varney|Wallace Shawn,John Lasseter,81.0,Walt Disney Pictures|Pixar Animation Studios,3141,7.5,1995,42929006.013208896,517950958.475917,10,30
629,3.440238,The Usual Suspects,Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite,Bryan Singer,106.0,Blue Parrot Productions|Bad Hat Harry Productions,1942,8.0,1995,8585801.20264179,33401010.4343242,7,19
197,2.5333229999999998,Braveheart,Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen,Mel Gibson,177.0,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.,2205,7.5,1995,103029614.431701,300503042.092462,5,24
710,2.440099,GoldenEye,Pierce Brosnan|Sean Bean|Izabella Scorupco|Famke Janssen|Joe Don Baker,Martin Campbell,130.0,United Artists|Eon Productions,741,6.4,1995,82996078.29220401,503977993.446744,11,16
8844,2.245837,Jumanji,Robin Williams|Jonathan Hyde|Kirsten Dunst|Bradley Pierce|Bonnie Hunt,Joe Johnston,104.0,TriStar Pictures|Teitler Film|Interscope Communications,1105,6.6,1995,93012846.36195269,376054156.085859,12,15
1572,2.230236,Die Hard: With a Vengeance,Bruce Willis|Jeremy Irons|Samuel L. Jackson|Graham Greene|Colleen Camp,John McTiernan,128.0,Twentieth Century Fox Film Corporation|Cinergi Pictures Entertainment,1358,6.7,1995,128787018.039626,523879354.03866,5,19
9348,2.216699,Species,Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker,Roger Donaldson,108.0,Metro-Goldwyn-Mayer (MGM),225,5.2,1995,50083840.3487438,161699255.983087,7,7
63,2.206907,Twelve Monkeys,Bruce Willis|Madeleine Stowe|Brad Pitt|Christopher Plummer|David Morse,Terry Gilliam,129.0,Universal Pictures|Atlas Entertainment|Classico,1439,7.2,1995,42213522.579655394,241604445.84234,12,29
568,2.191608,Apollo 13,Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris,Ron Howard,140.0,Imagine Entertainment|Universal Pictures,1002,7.1,1995,74410277.08956221,508333712.06256396,6,30
9737,1.964673,Bad Boys,Will Smith|Martin Lawrence|TÃ©a Leoni|TchÃ©ky Karyo|Joe Pantoliano,Michael Bay,118.0,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films,1134,6.4,1995,27188370.4750323,202348766.120199,4,7
10530,1.9132740000000001,Pocahontas,Irene Bedard|Mel Gibson|David Ogden Stiers|John Kassir|Russell Means,Mike Gabriel|Eric Goldberg,81.0,Walt Disney Pictures|Walt Disney Feature Animation,795,6.6,1995,78703177.6908831,495228688.538899,6,14
949,1.8475830000000002,Heat,Al Pacino|Robert De Niro|Val Kilmer|Jon Voight|Tom Sizemore,Michael Mann,171.0,Regency Enterprises|Forward Pass|Warner Bros.,1104,7.5,1995,85858012.02641791,268215876.233958,12,15
76,1.706784,Before Sunrise,Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno PÃ¶schl|Karl Bruckschwaiger,Richard Linklater,105.0,Detour Film Production,554,7.6,1995,3577417.16776741,7920981.15101823,1,27
9482,1.6490770000000001,Judge Dredd,Sylvester Stallone|Diane Lane|Armand Assante|Rob Schneider|JÃ¼rgen Prochnow,Danny Cannon,96.0,Hollywood Pictures|Cinergi Pictures Entertainment,339,5.2,1995,128787018.039626,162405410.94363302,6,30
414,1.59374,Batman Forever,Val Kilmer|Tommy Lee Jones|Jim Carrey|Nicole Kidman|Chris O'Donnell,Joel Schumacher,121.0,Warner Bros.|Polygram Filmed Entertainment,868,5.2,1995,143096686.71069598,481562054.87986904,5,31
524,1.5526659999999999,Casino,Robert De Niro|Sharon Stone|Joe Pesci|James Woods|Don Rickles,Martin Scorsese,178.0,Universal Pictures|LÃ©gende Entreprises|Syalis DA|De Fina-Cappa,699,7.6,1995,74410277.08956221,166152961.486099,11,22
9603,1.441055,Clueless,Alicia Silverstone|Stacey Dash|Brittany Murphy|Paul Rudd|Donald Faison,Amy Heckerling,97.0,Paramount Pictures,443,6.9,1995,17171602.4052835,0.0,7,19
9598,1.3571309999999999,Babe,Christine Cavanaugh|Miriam Margolyes|Danny Mann|Hugo Weaving|Miriam Flynn,Chris Noonan,89.0,Universal Pictures|Kennedy Miller Productions,387,5.9,1995,42929006.013208896,363658635.98521,7,18
8839,1.27600499999999,Casper,Christina Ricci|Bill Pullman|Cathy Moriarty|Eric Idle|Joe Nipote,Brad Silberling,100.0,Universal Pictures|Amblin Entertainment|The Harvey Entertainment Company,561,5.9,1995,71548343.3553482,412015705.71994597,5,26
5,1.23489,Four Rooms,Tim Roth|Antonio Banderas|Jennifer Beals|Madonna|Marisa Tomei,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,98.0,Miramax Films|A Band Apart,293,6.4,1995,5723867.46842786,6153157.52855995,12,25
